"","playlist_name","playlist_img","track_name","track_uri","artist_name","album_name","album_img","track_added_at","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode"
"613","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Love Someone","3id2EVGKc3eFAMn9nFnB0r","Lukas Graham","3 (The Purple Album)","https://i.scdn.co/image/1f3aa7ca1aca391d3abdfbd1c9a3c97f516c5787",1970-01-01,0.538,0.409,"A",-6.581,"minor",0.0505,0.172,0,0.11,0.265,171.838,205440,4,"A minor"
"614","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Sverige Vet","3ZHnfKXAjulpLqKJfT7DEC","Z.E","Sverige Vet","https://i.scdn.co/image/749bcad799741f7b6b57d8076c653dea61a41db1",1970-01-01,0.719,0.45,"D",-12.962,"major",0.328,0.675,0.000217,0.146,0.347,100.031,211800,4,"D major"
"615","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","High Hopes","1rqqCSm0Qe4I9rUvWncaom","Panic! At The Disco","Pray For The Wicked","https://i.scdn.co/image/5a0c73915586db4a6acf0a92eb7c503877f1c9a4",1970-01-01,0.579,0.904,"F",-2.729,"major",0.0618,0.193,0,0.064,0.681,82.014,190947,4,"F major"
"616","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Always Remember Us This Way","2rbDhOo9Fh61Bbu23T2qCk","Lady Gaga","A Star Is Born Soundtrack (Without Dialogue)","https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7",1970-01-01,0.553,0.502,"C",-5.972,"major",0.0409,0.299,0,0.764,0.296,129.976,210200,4,"C major"
"617","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Without You (feat. Sandro Cavazza)","6Pgkp4qUoTmJIPn7ReaGxL","Avicii","AVICI (01)","https://i.scdn.co/image/23f34e014681b5866454e7e8d55f9f349169e92e",1970-01-01,0.653,0.863,"D",-4.799,"major",0.0457,0.0018,0,0.0406,0.276,134.004,181673,4,"D major"
"618","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Without Me","5p7ujcrUXASCNwRaWNHR1C","Halsey","Without Me","https://i.scdn.co/image/dd916d01780a9591c8a02944fa06aaf30ca3e374",1970-01-01,0.752,0.488,"F#",-7.05,"major",0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,"F# major"
"619","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Everything","3sXHMpriGlbFhMdJT6tzao","Sebastian Walldén","Everything","https://i.scdn.co/image/77eb7c17cafe550300ad6737fec5145147eed65d",1970-01-01,0.475,0.585,"F#",-6.634,"major",0.0811,0.12,0,0.125,0.162,173.762,194187,4,"F# major"
"620","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","ZEZE (feat. Travis Scott & Offset)","0FZ4Dmg8jJJAPJnvBIzD9z","Kodak Black","Dying To Live","https://i.scdn.co/image/db2133234d458f432ca207e163a801524a15f993",1970-01-01,0.861,0.603,"G#",-5.788,"minor",0.176,0.0521,0,0.0924,0.504,98.043,228760,4,"G# minor"
"621","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Bad Liar","2RSHsoi04658QL5xgQVov3","Imagine Dragons","Origins (Deluxe)","https://i.scdn.co/image/6ac2ed0481154149e2ca501b5dcbe3c1ac937c43",1970-01-01,0.383,0.637,"D#",-6.993,"major",0.0703,0.0722,0,0.368,0.0827,177.913,260773,4,"D# major"
"622","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Nothing Breaks Like a Heart (feat. Miley Cyrus)","27rdGxbavYJeBphck5MZAF","Mark Ronson","Nothing Breaks Like a Heart (feat. Miley Cyrus)","https://i.scdn.co/image/6660f96688785c4b222c32a53eeb484c68a10610",1970-01-01,0.601,0.794,"G",-5.844,"minor",0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4,"G minor"
"623","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Kall","3YHHiktpaEShl6v22bOpzo","Ant Wan","Wow","https://i.scdn.co/image/c5782ee636ec95772bbe225f145550f53ef61578",1970-01-01,0.638,0.626,"F#",-9.321,"minor",0.159,0.03,0.0106,0.156,0.113,120.054,174250,5,"F# minor"
"624","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Sand","7CYKovD8hNKg0w902IASMi","Molly Sandén","Större","https://i.scdn.co/image/c9f274195ca6ae5658a2b373bf4ff33d3639286c",1970-01-01,0.68,0.3,"A#",-8.419,"major",0.0338,0.768,0,0.309,0.393,114.741,181280,4,"A# major"
"625","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Happier","2dpaYNEQHiRxtZbfNsse99","Marshmello","Happier","https://i.scdn.co/image/13e7cea6399eaaf6cc7ead76e9582f8a9e37dbff",1970-01-01,0.687,0.792,"F",-2.749,"major",0.0452,0.191,0,0.167,0.671,100.015,214290,4,"F major"
"626","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Fendi","3GSjenaG7qGSU7jW725MQR","Ant Wan","Wow","https://i.scdn.co/image/c5782ee636ec95772bbe225f145550f53ef61578",1970-01-01,0.606,0.469,"D",-12.438,"minor",0.115,0.42,0.000752,0.0927,0.139,161.965,228000,1,"D minor"
"627","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","In My Mind","0E9ZjEAyAwOXZ7wJC0PD33","Dynoro","In My Mind","https://i.scdn.co/image/a0b8ff14e272c79221ff1924f109eee9e01432a4",1970-01-01,0.694,0.77,"F#",-5.335,"major",0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,"F# major"
"628","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Someone You Loved","2TIlqbIneP0ZY1O0EzYLlc","Lewis Capaldi","Breach","https://i.scdn.co/image/3a37669a81c84c03be6dccea6d83a084f8bdddfd",1970-01-01,0.501,0.405,"C#",-5.679,"major",0.0319,0.751,0,0.105,0.446,109.891,182161,4,"C# major"
"629","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Rewrite The Stars (with James Arthur & Anne-Marie)","6mQLN3zRtAp6ovjusyYKrV","James Arthur","Rewrite The Stars (with James Arthur & Anne-Marie)","https://i.scdn.co/image/d6b9f37838bb6f4eb8ffca96fe18b20b3d23f2f8",1970-01-01,0.67,0.743,"A#",-4.993,"major",0.0393,0.237,0,0.465,0.571,125.944,218293,4,"A# major"
"630","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Better Now","7dt6x5M1jzdTEt8oCbisTK","Post Malone","beerbongs & bentleys","https://i.scdn.co/image/77eb7c17cafe5503142eccafbd4305f6d4325832",1970-01-01,0.68,0.563,"A#",-5.843,"major",0.0454,0.354,0,0.136,0.374,145.028,231267,4,"A# major"
"631","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Fire On Fire","5rFj8OzffT0iggSjcBaeND","Sam Smith","Fire On Fire","https://i.scdn.co/image/d8c093b8109a5ee4c674c7e3e8837603a8b8c438",1970-01-01,0.598,0.419,"C#",-7.383,"minor",0.0473,0.513,0,0.17,0.33,114.938,246735,4,"C# minor"
"632","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Jag e (vierge moderne)","7oPvnaenWbDjwrCzWWgfL0","Molly Sandén","Jag e (vierge moderne)","https://i.scdn.co/image/77eb7c17cafe550363246b57c7cc883196f21215",1970-01-01,0.704,0.498,"E",-6.327,"major",0.0392,0.0437,3.62e-06,0.124,0.336,120.035,178410,4,"E major"
"633","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","SICKO MODE","2xLMifQCjDGFmkHkpNLD9h","Travis Scott","ASTROWORLD","https://i.scdn.co/image/cdca7dc20c778ada42fb18506ea1f26857f01d17",1970-01-01,0.834,0.73,"G#",-3.714,"major",0.222,0.00513,0,0.124,0.446,155.008,312820,4,"G# major"
"634","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","4w8niZpiMy6qz1mntFA5uM","DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478",1970-01-01,0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"C# minor"
"635","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Aqua Aura","468ooECb1oRgt4gGfLeAoH","Fricky","Aqua Aura","https://i.scdn.co/image/1545f9264599845fb9b4f92f80f5ac1763b83f05",1970-01-01,0.775,0.545,"F#",-8.901,"minor",0.0489,0.126,0,0.0817,0.509,143.964,222000,4,"F# minor"
"636","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Hon dansar vidare i livet","1aEU7mcRDTYBB4ASpqbjYE","Hov1","Gudarna på Västerbron","https://i.scdn.co/image/956660b692e896ac4b3e7afe8e562f84fb120e7a",1970-01-01,0.655,0.651,"G#",-7.063,"major",0.122,0.0267,0,0.133,0.782,90.054,248893,4,"G# major"
"637","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Arms Around You (feat. Maluma & Swae Lee)","2LskIZrCeLxRvCiGP8gxlh","XXXTENTACION","Arms Around You (feat. Maluma & Swae Lee)","https://i.scdn.co/image/beed5edf4331ac27c2095a04ca51d84cc25133f8",1970-01-01,0.703,0.723,"A",-5.45,"minor",0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903,4,"A minor"
"638","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Tänk noga - remix","3kQn6HGiabiLUcDDNT8eEK","Dree Low","Tänk noga (remix)","https://i.scdn.co/image/eabb13cd38a3eda0ed923ca0b739a08f9a3e100a",1970-01-01,0.699,0.669,"C",-6.271,"minor",0.094,0.21,0,0.129,0.637,150.075,240187,4,"C minor"
"639","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Close To Me (with Diplo) (feat. Swae Lee)","5JEx7HbmvHQQswJCsoo9rA","Ellie Goulding","Close To Me (feat. Swae Lee)","https://i.scdn.co/image/ae57b175f4e231814a63958ea13f939e1ec5aaa8",1970-01-01,0.574,0.758,"C#",-5.029,"minor",0.0621,0.0969,0,0.395,0.492,144.111,182623,4,"C# minor"
"640","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Wow","0kRCrdPwNABknsdgmPjNWR","Ant Wan","Wow","https://i.scdn.co/image/c5782ee636ec95772bbe225f145550f53ef61578",1970-01-01,0.6,0.529,"C",-9.505,"minor",0.038,0.16,0.0292,0.343,0.545,132.011,193000,4,"C minor"
"641","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Wake Me Up","4h8VwCb1MTGoLKueQ1WgbD","Avicii","True","https://i.scdn.co/image/98c5699709d8c2497f34a177d159e1b1733f25bb",1970-01-01,0.518,0.784,"D",-5.659,"major",0.0524,0.00346,0.00187,0.171,0.588,124.102,247427,4,"D major"
"642","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Diamond Heart","0nrWZWkJM62ftQJSI8fDc0","Alan Walker","Different World","https://i.scdn.co/image/77eb7c17cafe5503b515e3c4a32b2a42506d3335",1970-01-01,0.478,0.633,"C",-6.19,"major",0.0345,0.123,0,0.41,0.287,89.909,240333,4,"C major"
"643","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Lucid Dreams","285pBltuF7vW8TeWk8hdRR","Juice WRLD","Goodbye & Good Riddance","https://i.scdn.co/image/0653b51eb20f46816c1f525da6e0696a6e7262ad",1970-01-01,0.511,0.566,"F#",-7.23,"minor",0.2,0.349,0,0.34,0.218,83.903,239836,4,"F# minor"
"644","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Eastside (with Halsey & Khalid)","7FGq80cy8juXBCD2nrqdWU","benny blanco","FRIENDS KEEP SECRETS","https://i.scdn.co/image/f3420e21041cf842dca37865ce02585c790a0f63",1970-01-01,0.632,0.686,"F#",-7.665,"minor",0.243,0.549,0,0.2,0.329,89.949,170770,4,"F# minor"
"645","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","5CLGzJsGqhCEECcpnFQA8x","Rudimental","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","https://i.scdn.co/image/807829b25332e965cccb4a84c8404ce35740896d",1970-01-01,0.653,0.809,"C",-4.057,"major",0.0474,0.194,0,0.165,0.55,92.213,210773,4,"C major"
"646","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","High With Somebody","6IhosQhN1ayHO4XP72XFXy","Sandro Cavazza","High With Somebody","https://i.scdn.co/image/69d04b016b78ec3b99802d484a3ef5c9f48a4591",1970-01-01,0.785,0.644,"F",-7.856,"major",0.0813,0.0242,0.000118,0.152,0.789,115.906,174666,4,"F major"
"647","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Youngblood","2iUXsYOEPhVqEBwsqP70rE","5 Seconds of Summer","Youngblood (Deluxe)","https://i.scdn.co/image/6e6d631b0dcc2e9dc5ea7a0de0f0cf5bd813bbcf",1970-01-01,0.596,0.854,"G",-5.114,"minor",0.463,0.0169,0,0.124,0.152,120.274,203418,4,"G minor"
"648","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Girls Like You (feat. Cardi B)","7fa9MBXhVfQ8P8Df9OEbD8","Maroon 5","Red Pill Blues (Deluxe)","https://i.scdn.co/image/9ce966181dc62801ff44ac89f8c9c1921ab9302f",1970-01-01,0.851,0.541,"C",-6.825,"major",0.0505,0.568,0,0.13,0.448,124.959,235545,4,"C major"
"649","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","Be Your Friend<U+202C><U+202C>","2mSIu1ZPo22Ihx3EwS4E6h","Vigiland","Be Your Friend","https://i.scdn.co/image/17f042127edcb51e921bd35fa7d56ff3d88a4665",1970-01-01,0.6,0.754,"C",-4.204,"major",0.0488,0.0688,0,0.151,0.641,128.044,180820,4,"C major"
"650","Sweden Top 50","https://charts-images.scdn.co/REGIONAL_SE_DEFAULT.jpg","imagine","0todbbT9g5uQGbeFCiBf2F","Ariana Grande","imagine","https://i.scdn.co/image/54e0a51655d5fe48e300cf47e3db0e9f35425428",1970-01-01,0.714,0.474,"G#",-4.993,"major",0.039,0.374,0,0.106,0.376,62.484,212293,3,"G# major"
"651","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Sunflower - Spider-Man: Into the Spider-Verse","3KkXRkHbMCARz0aVfEt68P","Post Malone","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89",1970-01-01,0.76,0.479,"D",-5.574,"major",0.0466,0.556,0,0.0703,0.913,89.911,158040,4,"D major"
"652","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Without Me","5p7ujcrUXASCNwRaWNHR1C","Halsey","Without Me","https://i.scdn.co/image/dd916d01780a9591c8a02944fa06aaf30ca3e374",1970-01-01,0.752,0.488,"F#",-7.05,"major",0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,"F# major"
"653","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Wow.","6MWtB6iiXyIwun0YzU6DFP","Post Malone","Wow.","https://i.scdn.co/image/4a09059a2a756967588647bbcb5fd5f6fd8dd434",1970-01-01,0.833,0.539,"B",-7.399,"minor",0.178,0.163,2.1e-06,0.101,0.385,99.947,149520,4,"B minor"
"654","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Happier","2dpaYNEQHiRxtZbfNsse99","Marshmello","Happier","https://i.scdn.co/image/13e7cea6399eaaf6cc7ead76e9582f8a9e37dbff",1970-01-01,0.687,0.792,"F",-2.749,"major",0.0452,0.191,0,0.167,0.671,100.015,214290,4,"F major"
"655","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Eastside (with Halsey & Khalid)","7FGq80cy8juXBCD2nrqdWU","benny blanco","FRIENDS KEEP SECRETS","https://i.scdn.co/image/f3420e21041cf842dca37865ce02585c790a0f63",1970-01-01,0.632,0.686,"F#",-7.665,"minor",0.243,0.549,0,0.2,0.329,89.949,170770,4,"F# minor"
"656","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","thank u, next","2rPE9A1vEgShuZxxzR2tZH","Ariana Grande","thank u, next","https://i.scdn.co/image/77eb7c17cafe550337bbb4711235a0128db66a66",1970-01-01,0.724,0.647,"C#",-5.642,"major",0.0658,0.28,0,0.102,0.435,106.96,207333,4,"C# major"
"657","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Youngblood","2iUXsYOEPhVqEBwsqP70rE","5 Seconds of Summer","Youngblood (Deluxe)","https://i.scdn.co/image/6e6d631b0dcc2e9dc5ea7a0de0f0cf5bd813bbcf",1970-01-01,0.596,0.854,"G",-5.114,"minor",0.463,0.0169,0,0.124,0.152,120.274,203418,4,"G minor"
"658","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Better","6zeeWid2sgw4lap2jV61PZ","Khalid","Suncity","https://i.scdn.co/image/745289626882a42ef6e89ccc2ea06110518fb23c",1970-01-01,0.596,0.552,"C",-10.278,"minor",0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,"C minor"
"659","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Drive (feat. Delilah Montagu) - Edit","6X7PK2UQMUU36ux9pynSkV","Black Coffee","Drive (feat. Delilah Montagu)","https://i.scdn.co/image/734642bab9d9a14f5a7bbe9dc2155172e1faaff4",1970-01-01,0.719,0.79,"B",-8.765,"minor",0.038,0.00124,0.0443,0.0786,0.425,118.017,191258,4,"B minor"
"660","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","In My Mind","0E9ZjEAyAwOXZ7wJC0PD33","Dynoro","In My Mind","https://i.scdn.co/image/a0b8ff14e272c79221ff1924f109eee9e01432a4",1970-01-01,0.694,0.77,"F#",-5.335,"major",0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,"F# major"
"661","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Close To Me (with Diplo) (feat. Swae Lee)","5JEx7HbmvHQQswJCsoo9rA","Ellie Goulding","Close To Me (feat. Swae Lee)","https://i.scdn.co/image/ae57b175f4e231814a63958ea13f939e1ec5aaa8",1970-01-01,0.574,0.758,"C#",-5.029,"minor",0.0621,0.0969,0,0.395,0.492,144.111,182623,4,"C# minor"
"662","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","ZEZE (feat. Travis Scott & Offset)","0FZ4Dmg8jJJAPJnvBIzD9z","Kodak Black","Dying To Live","https://i.scdn.co/image/db2133234d458f432ca207e163a801524a15f993",1970-01-01,0.861,0.603,"G#",-5.788,"minor",0.176,0.0521,0,0.0924,0.504,98.043,228760,4,"G# minor"
"663","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","High Hopes","1rqqCSm0Qe4I9rUvWncaom","Panic! At The Disco","Pray For The Wicked","https://i.scdn.co/image/5a0c73915586db4a6acf0a92eb7c503877f1c9a4",1970-01-01,0.579,0.904,"F",-2.729,"major",0.0618,0.193,0,0.064,0.681,82.014,190947,4,"F major"
"664","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","4w8niZpiMy6qz1mntFA5uM","DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478",1970-01-01,0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"C# minor"
"665","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","SICKO MODE","2xLMifQCjDGFmkHkpNLD9h","Travis Scott","ASTROWORLD","https://i.scdn.co/image/cdca7dc20c778ada42fb18506ea1f26857f01d17",1970-01-01,0.834,0.73,"G#",-3.714,"major",0.222,0.00513,0,0.124,0.446,155.008,312820,4,"G# major"
"666","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Sweet but Psycho","25sgk305KZfyuqVBQIahim","Ava Max","Sweet but Psycho","https://i.scdn.co/image/9f92262af6d017302030d673f2826260b777edaf",1970-01-01,0.719,0.704,"C#",-4.724,"major",0.0476,0.0691,0,0.166,0.628,133.002,187436,4,"C# major"
"667","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Better Now","7dt6x5M1jzdTEt8oCbisTK","Post Malone","beerbongs & bentleys","https://i.scdn.co/image/77eb7c17cafe5503142eccafbd4305f6d4325832",1970-01-01,0.68,0.563,"A#",-5.843,"major",0.0454,0.354,0,0.136,0.374,145.028,231267,4,"A# major"
"668","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Going Bad (feat. Drake)","2IRZnDFmlqMuOrYOLnZZyc","Meek Mill","Championships","https://i.scdn.co/image/77eb7c17cafe5503c5866117e0a3e5fc94620101",1970-01-01,0.889,0.496,"E",-6.365,"minor",0.0905,0.259,0,0.252,0.544,86.003,180522,4,"E minor"
"669","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Rise","3KLygy1YWhmrQx0GRs7IOx","Jonas Blue","Blue","https://i.scdn.co/image/ead31ea0910401a808f3f6cb22dd901eea4b96c9",1970-01-01,0.687,0.785,"C#",-4.65,"major",0.0333,0.327,0,0.203,0.655,106.046,194408,4,"C# major"
"670","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Saturday Nights","5kfNriitmkNE8mUbZ7gbq8","Khalid","Suncity","https://i.scdn.co/image/745289626882a42ef6e89ccc2ea06110518fb23c",1970-01-01,0.551,0.44,"A#",-8.559,"major",0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,4,"A# major"
"671","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Mo Bamba","1xzBco0xcoJEDXktl7Jxrr","Sheck Wes","MUDBOY","https://i.scdn.co/image/0e3e187e3ae399c7aa68c6c8585ec5649b481452",1970-01-01,0.729,0.625,"E",-5.266,"major",0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,"E major"
"672","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Shotgun","4ofwffwvvnbSkrMSCKQDaC","George Ezra","Staying at Tamara's","https://i.scdn.co/image/caf848886b4cd05003fb342f928b64ea09b305f3",1970-01-01,0.672,0.735,"F",-4.733,"major",0.0457,0.286,0,0.242,0.754,115.741,201287,4,"F major"
"673","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Promises (with Sam Smith)","5N5k9nd479b1xpDZ4usjrg","Calvin Harris","Promises (with Sam Smith)","https://i.scdn.co/image/b0875765de11e1b6bdfbdd07c2de72e65c02f524",1970-01-01,0.781,0.768,"B",-5.991,"major",0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4,"B major"
"674","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Body (feat. brando)","7K7MUBCnzgBAvMVW2RTWNs","Loud Luxury","Body (feat. brando)","https://i.scdn.co/image/c8efa1b49fae6f4c47cc70715174b8f748450f34",1970-01-01,0.752,0.764,"C#",-4.399,"major",0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216,4,"C# major"
"675","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Shallow","2VxeLyX666F8uXCJ0dZF8B","Lady Gaga","A Star Is Born Soundtrack","https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7",1970-01-01,0.572,0.385,"G",-6.362,"major",0.0308,0.371,0,0.231,0.323,95.799,215733,4,"G major"
"676","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","I Like Me Better","2P91MQbaiQOfbiz9VqhqKQ","Lauv","I met you when I was 18. (the playlist)","https://i.scdn.co/image/2302c853ddab4bda9aa9cb89d5012d26ed67bffc",1970-01-01,0.752,0.505,"A",-7.621,"major",0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4,"A major"
"677","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Beautiful (feat. Camila Cabello)","4VUwkH455At9kENOfzTqmF","Bazzi","Beautiful (feat. Camila Cabello)","https://i.scdn.co/image/b25864800cff4456b32a216de0f7f2d016088936",1970-01-01,0.638,0.717,"D",-4.722,"major",0.0337,0.346,0,0.105,0.249,100.027,180000,4,"D major"
"678","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Girls Like You (feat. Cardi B)","7fa9MBXhVfQ8P8Df9OEbD8","Maroon 5","Red Pill Blues (Deluxe)","https://i.scdn.co/image/9ce966181dc62801ff44ac89f8c9c1921ab9302f",1970-01-01,0.851,0.541,"C",-6.825,"major",0.0505,0.568,0,0.13,0.448,124.959,235545,4,"C major"
"679","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","This Feeling","4NBTZtAt1F13VvlSKe6KTl","The Chainsmokers","Sick Boy","https://i.scdn.co/image/77eb7c17cafe550354acb0696023249c769604d2",1970-01-01,0.575,0.571,"C#",-7.906,"major",0.0439,0.0558,0,0.0912,0.449,105.049,197947,4,"C# major"
"680","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Ocean (feat. Khalid)","3nc420PXjTdBV5TN0gCFkS","Martin Garrix","Ocean (feat. Khalid)","https://i.scdn.co/image/9fb2e6597a8e91978f2cc7a0b60e0044033c65ce",1970-01-01,0.506,0.693,"C",-7.265,"minor",0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,4,"C minor"
"681","South Africa Top 50","https://charts-images.scdn.co/REGIONAL_ZA_DEFAULT.jpg","Lucid Dreams","285pBltuF7vW8TeWk8hdRR","Juice WRLD","Goodbye & Good Riddance","https://i.scdn.co/image/0653b51eb20f46816c1f525da6e0696a6e7262ad",1970-01-01,0.511,0.566,"F#",-7.23,"minor",0.2,0.349,0,0.34,0.218,83.903,239836,4,"F# minor"
